complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
1482,Missing items in delivery,Some items are missing from the delivery package.,delivery,3
1483,Expired products,I received products that are past their expiration date.,product_quality,4
1484,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
1485,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,2
1486,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,3
1487,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
1488,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,2
1489,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,5
1490,Damaged products received,I received damaged products in my delivery.,delivery,1
1491,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,5
1492,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,1
1493,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,1
1494,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,5
1495,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,2
1496,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,4
1497,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,1
1498,Damaged products received,I received damaged products in my delivery.,delivery,1
1499,Product not as advertised,The product received does not match the description and photos online.,product_quality,5
1500,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,2
1501,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,1
1502,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,5
1503,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,2
1504,Technical support needed,I require technical support for a problem I am facing.,other,3
1505,Double charged for a service,I noticed that I have been double charged for the same service.,billing,1
1506,Incomplete delivery,I received only part of my order in the delivery.,delivery,3
1507,Expired products,I received products that are past their expiration date.,product_quality,4
1508,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,2
1509,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,2
1510,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,4
1511,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,2
1512,Feedback on products,I have feedback and suggestions regarding the products offered.,other,5
1513,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,2
1514,Missing items in delivery,Some items are missing from the delivery package.,delivery,3
1515,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,4
1516,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
1517,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,5
1518,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,1
1519,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,1
1520,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,4
1521,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,2
1522,Wrong item delivered,I received a different item than what I ordered.,delivery,5
1523,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,1
1524,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
1525,Login issues,I am unable to log in to my account on the website.,website_issues,2
1526,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,4
1527,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,2
1528,Query about services,I have a query about the services provided by the company.,other,5
1529,Subscription renewal issue,My subscription was renewed without my authorization.,billing,4
1530,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,5
1531,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,1
1532,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,5
1533,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,4
1534,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,4
1535,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,1
1536,Technical support needed,I require technical support for a problem I am facing.,other,1
1537,Double charged for a service,I noticed that I have been double charged for the same service.,billing,1
1538,Wrong item delivered,I received a different item than what I ordered.,delivery,5
1539,Product missing components,The product is missing some essential components.,product_quality,2
1540,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,4
1541,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,3
1542,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,1
1543,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,4
1544,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,5
1545,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,3
1546,Missing items in delivery,Some items are missing from the delivery package.,delivery,5
1547,Expired products,I received products that are past their expiration date.,product_quality,3
1548,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,1
1549,Login issues,I am unable to log in to my account on the website.,website_issues,1
1550,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,4
1551,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,2
1552,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,4
1553,Late billing statement,"I received my billing statement late, causing confusion.",billing,5
1554,Incorrect delivery address,The delivery was made to the wrong address.,delivery,1
1555,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,1
1556,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
1557,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,2
1558,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,4
1559,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,2
1560,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,4
1561,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,3
1562,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,1
1563,Product missing components,The product is missing some essential components.,product_quality,4
1564,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,3
1565,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
1566,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,4
1567,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,3
1568,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,1
1569,Payment not processed,My payment for an order was not processed successfully.,billing,4
1570,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,3
1571,Product missing components,The product is missing some essential components.,product_quality,4
1572,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,1
1573,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,1
1574,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,3
1575,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,3
1576,Technical support needed,I require technical support for a problem I am facing.,other,4
1577,Late billing statement,"I received my billing statement late, causing confusion.",billing,1
1578,Wrong item delivered,I received a different item than what I ordered.,delivery,4
1579,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,1
1580,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,4
1581,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,2
1582,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,4
1583,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
1584,Query about services,I have a query about the services provided by the company.,other,2
1585,Late billing statement,"I received my billing statement late, causing confusion.",billing,4
1586,Damaged products received,I received damaged products in my delivery.,delivery,4
1587,Defective items,Some of the items I received are defective and unusable.,product_quality,4
1588,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,2
1589,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,4
1590,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,4
1591,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,3
1592,General feedback,I have some general feedback and suggestions for improvement.,other,1
1593,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,5
1594,Wrong item delivered,I received a different item than what I ordered.,delivery,1
1595,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,4
1596,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,1
1597,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,3
1598,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,3
1599,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,1
1600,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,1
1601,Late billing statement,"I received my billing statement late, causing confusion.",billing,5
1602,Incorrect delivery address,The delivery was made to the wrong address.,delivery,5
1603,Product not as advertised,The product received does not match the description and photos online.,product_quality,4
1604,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,3
1605,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,4
1606,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,2
1607,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,5
1608,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,1
1609,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,2
1610,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
1611,Defective items,Some of the items I received are defective and unusable.,product_quality,2
1612,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,5
1613,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,2
1614,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,5
1615,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,5
1616,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,2
1617,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,5
1618,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
1619,Product missing components,The product is missing some essential components.,product_quality,1
1620,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,1
1621,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,5
1622,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,1
1623,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,5
1624,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,1
1625,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,1
1626,Wrong item delivered,I received a different item than what I ordered.,delivery,3
1627,Defective items,Some of the items I received are defective and unusable.,product_quality,1
1628,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,3
1629,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,2
1630,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,3
1631,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,1
1632,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,4
1633,Subscription renewal issue,My subscription was renewed without my authorization.,billing,4
1634,Wrong item delivered,I received a different item than what I ordered.,delivery,5
1635,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,2
1636,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,5
1637,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,1
1638,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,4
1639,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,1
1640,Query about services,I have a query about the services provided by the company.,other,4
1641,Payment not processed,My payment for an order was not processed successfully.,billing,1
1642,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,3
1643,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,2
1644,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,1
1645,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,1
1646,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,2
1647,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,2
1648,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,5
1649,Late billing statement,"I received my billing statement late, causing confusion.",billing,2
1650,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,2
1651,Expired products,I received products that are past their expiration date.,product_quality,4
1652,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
1653,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,5
1654,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,5
1655,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,2
1656,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,4
1657,Refund not received,I have not received my refund for a canceled service.,billing,3
1658,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,1
1659,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,3
1660,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,1
1661,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,5
1662,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,1
1663,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,5
1664,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,2
1665,Refund not received,I have not received my refund for a canceled service.,billing,4
1666,Damaged products received,I received damaged products in my delivery.,delivery,5
1667,Product not as advertised,The product received does not match the description and photos online.,product_quality,5
1668,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,3
1669,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,4
1670,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,2
1671,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,2
1672,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,5
1673,Double charged for a service,I noticed that I have been double charged for the same service.,billing,5
1674,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,1
1675,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,5
1676,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,5
1677,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,3
1678,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,3
1679,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,5
1680,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,2
1681,Subscription renewal issue,My subscription was renewed without my authorization.,billing,2
1682,Incomplete delivery,I received only part of my order in the delivery.,delivery,3
1683,Expired products,I received products that are past their expiration date.,product_quality,5
1684,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
1685,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,2
1686,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,2
1687,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,5
1688,Complaint not listed,My complaint does not fit into any of the listed categories.,other,3
1689,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,4
1690,Incomplete delivery,I received only part of my order in the delivery.,delivery,1
1691,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,3
1692,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
1693,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,1
1694,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,2
1695,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,4
1696,Technical support needed,I require technical support for a problem I am facing.,other,5
1697,Double charged for a service,I noticed that I have been double charged for the same service.,billing,5
1698,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,1
1699,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,5
1700,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,2
1701,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
1702,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,2
1703,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,2
1704,Feedback on products,I have feedback and suggestions regarding the products offered.,other,4
1705,Refund not received,I have not received my refund for a canceled service.,billing,3
1706,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
1707,Defective items,Some of the items I received are defective and unusable.,product_quality,5
1708,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,2
1709,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
1710,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,4
1711,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,1
1712,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,3
1713,Double charged for a service,I noticed that I have been double charged for the same service.,billing,2
1714,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,1
1715,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,1
1716,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,5
1717,Login issues,I am unable to log in to my account on the website.,website_issues,4
1718,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,4
1719,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,4
1720,Complaint not listed,My complaint does not fit into any of the listed categories.,other,5
1721,Double charged for a service,I noticed that I have been double charged for the same service.,billing,1
1722,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,1
1723,Expired products,I received products that are past their expiration date.,product_quality,4
1724,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,5
1725,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,1
1726,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,5
1727,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,2
1728,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
1729,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,3
1730,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,1
1731,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,3
1732,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,2
1733,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,3
1734,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,2
1735,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
1736,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,2
1737,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,4
1738,Missing items in delivery,Some items are missing from the delivery package.,delivery,3
1739,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,1
1740,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,3
1741,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,1
1742,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,3
1743,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
1744,Query about services,I have a query about the services provided by the company.,other,3
1745,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,1
1746,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
1747,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,2
1748,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,3
1749,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,2
1750,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,4
1751,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,4
1752,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,3
1753,Payment not processed,My payment for an order was not processed successfully.,billing,4
1754,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
1755,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,3
1756,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,3
1757,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,3
1758,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,3
1759,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,3
1760,Technical support needed,I require technical support for a problem I am facing.,other,4
1761,Subscription renewal issue,My subscription was renewed without my authorization.,billing,4
1762,Damaged products received,I received damaged products in my delivery.,delivery,1
1763,Product not as advertised,The product received does not match the description and photos online.,product_quality,5
1764,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,2
1765,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,3
1766,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,4
1767,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,4
1768,General feedback,I have some general feedback and suggestions for improvement.,other,2
1769,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,1
1770,Wrong item delivered,I received a different item than what I ordered.,delivery,5
1771,Product not as advertised,The product received does not match the description and photos online.,product_quality,5
1772,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
1773,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,2
1774,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,4
1775,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,3
1776,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,4
1777,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,1
1778,Missing items in delivery,Some items are missing from the delivery package.,delivery,4
1779,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,1
1780,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,2
1781,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,2
1782,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,1
1783,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,3
1784,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,2
1785,Double charged for a service,I noticed that I have been double charged for the same service.,billing,4
1786,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,4
1787,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,2
1788,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
1789,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,2
1790,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,5
1791,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
1792,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,4
1793,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,1
1794,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,1
1795,Product not as advertised,The product received does not match the description and photos online.,product_quality,1
1796,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,4
1797,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,4
1798,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,4
1799,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,5
1800,General feedback,I have some general feedback and suggestions for improvement.,other,3
1801,Double charged for a service,I noticed that I have been double charged for the same service.,billing,5
1802,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
1803,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,2
1804,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,3
1805,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,4
1806,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,3
1807,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,1
1808,Account-related issue,I have an issue related to my account or user profile.,other,3
1809,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,2
1810,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,3
1811,Defective items,Some of the items I received are defective and unusable.,product_quality,5
1812,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,3
1813,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
1814,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,4
1815,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
1816,Technical support needed,I require technical support for a problem I am facing.,other,1
1817,Refund not received,I have not received my refund for a canceled service.,billing,3
1818,Incorrect delivery address,The delivery was made to the wrong address.,delivery,5
1819,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,4
1820,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,3
1821,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,4
1822,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,1
1823,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,1
1824,Account-related issue,I have an issue related to my account or user profile.,other,4
1825,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,1
1826,Incomplete delivery,I received only part of my order in the delivery.,delivery,1
1827,Defective items,Some of the items I received are defective and unusable.,product_quality,2
1828,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,3
1829,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
1830,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,5
1831,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,3
1832,General feedback,I have some general feedback and suggestions for improvement.,other,3
1833,Subscription renewal issue,My subscription was renewed without my authorization.,billing,1
1834,Incorrect delivery address,The delivery was made to the wrong address.,delivery,5
1835,Defective items,Some of the items I received are defective and unusable.,product_quality,1
1836,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,5
1837,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,3
1838,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,2
1839,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,5
1840,Feedback on products,I have feedback and suggestions regarding the products offered.,other,3
1841,Late billing statement,"I received my billing statement late, causing confusion.",billing,2
1842,Damaged products received,I received damaged products in my delivery.,delivery,2
1843,Product missing components,The product is missing some essential components.,product_quality,1
1844,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,2
1845,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,3
1846,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,5
1847,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,3
1848,Query about services,I have a query about the services provided by the company.,other,1
1849,Double charged for a service,I noticed that I have been double charged for the same service.,billing,5
1850,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
1851,Product missing components,The product is missing some essential components.,product_quality,4
1852,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,2
1853,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,5
1854,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,2
1855,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,1
1856,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,3
1857,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,1
1858,Missing items in delivery,Some items are missing from the delivery package.,delivery,2
1859,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,4
1860,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
